Journey_Mood_Like_Scores_UserId,Journey_Mood_Like_Scores_JourneyId,Journey_Mood_Like_Scores_Origin,Journey_Mood_Like_Scores_SmileyIndicator
MeganB@M365x693009.OnMicrosoft.com,5d9b77fb-4d92-4032-ab9c-c6b2f227fe48,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,7a458f4a-e5fc-482b-98bc-81a783b03a8b,journey,Neutral
pieter.krom@M365x693009.onmicrosoft.com,0519128f-ed1c-445e-9206-c8c02c9032b2,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,114a5793-3a71-4341-b6c2-9e24d6811626,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,3febb92c-ad5a-431c-be56-44cfef10eb34,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,0519128f-ed1c-445e-9206-c8c02c9032b2,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,1eebf21d-824d-48da-a368-8e2f9fe5d3ac,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,e980e0a2-8bca-4dfc-a4cf-e328a852aa51,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,e1de47de-1997-4aa4-82ef-389e6b80759e,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,e1de47de-1997-4aa4-82ef-389e6b80759e,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,18bc5c92-80fd-408b-a997-7144bdb4fdee,journey,Positive
MeganB@M365x693009.OnMicrosoft.com,18bc5c92-80fd-408b-a997-7144bdb4fdee,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,65b4646e-f97e-4468-bd26-fe404e166dc9,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,b3a569e7-64db-424b-b678-5ae255728d84,journey,Neutral
pieter.krom@M365x693009.onmicrosoft.com,0519128f-ed1c-445e-9206-c8c02c9032b2,journey,Positive
pieter.krom@M365x693009.onmicrosoft.com,0519128f-ed1c-445e-9206-c8c02c9032b2,journey,Neutral
pieter.krom@M365x693009.onmicrosoft.com,5d9b77fb-4d92-4032-ab9c-c6b2f227fe48,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,324fc366-a841-457a-93a6-c365f86f2d11,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,324fc366-a841-457a-93a6-c365f86f2d11,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,b5afada0-77cb-4d87-8d6d-8d6a7a97d84b,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,c7242a59-7b04-47c1-96eb-827d259c9c85,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,c7242a59-7b04-47c1-96eb-827d259c9c85,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,1c2ee5a1-9a10-4822-b779-106d7a49da4f,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,43acaa27-9d86-41ad-8af3-213b0752f3b3,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,43acaa27-9d86-41ad-8af3-213b0752f3b3,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,88905a21-97f7-47b7-b72d-42eb5efc272c,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,c422b244-7917-4a3b-8b7e-f0c48a82059b,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,dc8cfb4c-4455-4a36-85f8-d718184c0718,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,dc8cfb4c-4455-4a36-85f8-d718184c0718,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,114a5793-3a71-4341-b6c2-9e24d6811626,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,b3a569e7-64db-424b-b678-5ae255728d84,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,b3a569e7-64db-424b-b678-5ae255728d84,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,b3a569e7-64db-424b-b678-5ae255728d84,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,b3a569e7-64db-424b-b678-5ae255728d84,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,b92e3865-681a-4c20-b682-bb0dc3d87480,journey,Negative
MeganB@M365x693009.OnMicrosoft.com,fb5cba82-7156-4251-b1c3-86b1f845a939,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,fb5cba82-7156-4251-b1c3-86b1f845a939,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,3b8470a7-dad2-4fa0-bf3f-be5e1c16f03d,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,3b8470a7-dad2-4fa0-bf3f-be5e1c16f03d,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,3b8470a7-dad2-4fa0-bf3f-be5e1c16f03d,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,3b8470a7-dad2-4fa0-bf3f-be5e1c16f03d,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,ec6510c1-95f8-4a36-a27c-287a9cdcbdb1,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,ec6510c1-95f8-4a36-a27c-287a9cdcbdb1,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,abf0d890-dd4a-483a-9478-278f4a73181a,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,5d9b77fb-4d92-4032-ab9c-c6b2f227fe48,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,abf0d890-dd4a-483a-9478-278f4a73181a,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,abf0d890-dd4a-483a-9478-278f4a73181a,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,e76c2462-103b-44fa-8681-2ba6e8828eff,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,5d9b77fb-4d92-4032-ab9c-c6b2f227fe48,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,5d9b77fb-4d92-4032-ab9c-c6b2f227fe48,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,5d9b77fb-4d92-4032-ab9c-c6b2f227fe48,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,5d9b77fb-4d92-4032-ab9c-c6b2f227fe48,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,cbc05591-03e2-4415-8917-71ba1f429ba5,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8e0e1813-adf4-4eb3-bfb7-b6e49ba4465b,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,0519128f-ed1c-445e-9206-c8c02c9032b2,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
pieter.krom@M365x693009.onmicrosoft.com,5d9b77fb-4d92-4032-ab9c-c6b2f227fe48,journey,Neutral
pieter.krom@M365x693009.onmicrosoft.com,5d9b77fb-4d92-4032-ab9c-c6b2f227fe48,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,e1de47de-1997-4aa4-82ef-389e6b80759e,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,c7242a59-7b04-47c1-96eb-827d259c9c85,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,88905a21-97f7-47b7-b72d-42eb5efc272c,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,3b8470a7-dad2-4fa0-bf3f-be5e1c16f03d,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,3b8470a7-dad2-4fa0-bf3f-be5e1c16f03d,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,e1de47de-1997-4aa4-82ef-389e6b80759e,journey,Negative
MeganB@M365x693009.OnMicrosoft.com,e1de47de-1997-4aa4-82ef-389e6b80759e,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,01a198b9-f7e2-4165-8afb-63a1d57416e7,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,26153f63-25c8-4b68-a4b4-68784360527d,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,cde73d36-cbf7-460a-95ea-9f8b0e9cf6cd,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,26153f63-25c8-4b68-a4b4-68784360527d,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8e0e1813-adf4-4eb3-bfb7-b6e49ba4465b,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,26153f63-25c8-4b68-a4b4-68784360527d,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,26153f63-25c8-4b68-a4b4-68784360527d,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,686971a7-b612-417f-bb18-c73e377eeda5,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,e1de47de-1997-4aa4-82ef-389e6b80759e,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,b3a569e7-64db-424b-b678-5ae255728d84,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,686971a7-b612-417f-bb18-c73e377eeda5,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,686971a7-b612-417f-bb18-c73e377eeda5,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,686971a7-b612-417f-bb18-c73e377eeda5,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,686971a7-b612-417f-bb18-c73e377eeda5,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,6a1d5758-214a-4e59-8c21-5a3057e3a878,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,6a1d5758-214a-4e59-8c21-5a3057e3a878,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
pieter.krom@M365x693009.onmicrosoft.com,5d9b77fb-4d92-4032-ab9c-c6b2f227fe48,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,b3a569e7-64db-424b-b678-5ae255728d84,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,8b28566c-eca5-44fd-9937-10b90b2d4f16,journey,Neutral
MeganB@M365x693009.OnMicrosoft.com,e1de47de-1997-4aa4-82ef-389e6b80759e,journey,Neutral
